InventoryId,Store,Brand,Description,Size,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,Dollars,Classification
23_ARBINGTON_3913,23,3913,Svedka Vodka,1.75L,1392,CONSTELLATION BRANDS INC   ,10098,2024-05-06,2024-05-10,2024-05-21,2024-07-02,14.28,9,128.52,1
30_CULCHETH_5315,30,5315,B & B Liqueur Dom,750mL,480,BACARDI USA INC            ,9929,2024-04-25,2024-05-05,2024-05-16,2024-06-20,19.22,12,230.64,1
49_GARIGILL_1961,49,1961,Everclear 151,1.75L,8352,LUXCO INC                  ,8639,2024-01-26,2024-02-06,2024-02-10,2024-03-25,23.91,6,143.46,1
15_WANBORNE_25537,15,25537,R Stemmler 13 Pnt Nr,750mL,17037,Dunn Wine Brokers          ,11923,2024-09-02,2024-09-08,2024-09-12,2024-10-22,11.4,12,136.8,2
50_MOUNTMEND_13576,50,13576,Columbia Winery Chard,750mL,3252,E & J GALLO WINERY         ,13033,2024-11-13,2024-11-26,2024-12-03,2024-12-31,3.89,267,1038.63,2
38_GOULCREST_31618,38,31618,Chartron La Fleur Brdx Whit,750mL,9552,M S WALKER INC             ,8916,2024-02-14,2024-02-22,2024-03-05,2024-04-14,6.57,12,78.84,2
56_BEGGAR'S HOLE_6234,56,6234,C Y Toro Front Cab/Merlot,1.5L,516,BANFI PRODUCTS CORP        ,8570,2024-01-21,2024-01-28,2024-02-06,2024-03-20,4.54,5,22.7,2
35_HALIVAARA_2658,35,2658,Cutty Sark,750mL,2561,EDRINGTON AMERICAS         ,9183,2024-03-03,2024-03-10,2024-03-14,2024-04-23,12.49,12,149.88,1
25_CAERSHIRE_3158,25,3158,Pinnacle Tropical Punch,1.75L,12546,JIM BEAM BRANDS COMPANY    ,13152,2024-11-21,2024-12-02,2024-12-11,2025-01-08,12.77,4,51.08,1
34_PITMERDEN_4689,34,4689,Hennessy Privilege VSOP,750mL,8112,MOET HENNESSY USA INC      ,12981,2024-11-08,2024-11-14,2024-11-29,2025-01-06,33.33,7,233.31,1
8_ALNERWICK_37401,8,37401,Excelsior S Afr Cab Svgn,750mL,9552,M S WALKER INC             ,13059,2024-11-14,2024-11-22,2024-11-29,2025-01-05,5.26,12,63.12,2
60_IRRAGIN_6574,60,6574,Franzia Tap Wh Znfdl Cal,5L,9815,WINE GROUP INC             ,8602,2024-01-22,2024-01-26,2024-02-03,2024-03-10,9.99,3,29.97,2
76_DONCASTER_3583,76,3583,Smirnoff Orange Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,10468,2024-05-31,2024-06-08,2024-06-15,2024-07-24,13.23,6,79.38,1
32_MOUNTMEND_3921,32,3921,Espolon Reposado Tequila,750mL,11567,CAMPARI AMERICA            ,12584,2024-10-13,2024-10-19,2024-10-26,2024-12-11,17.9,6,107.4,1
53_HILLFAR_41252,53,41252,Beringer Classic Pnt Grigio,1.5L,9819,TREASURY WINE ESTATES      ,11118,2024-07-08,2024-07-15,2024-07-22,2024-08-22,5.13,5,25.65,2
73_DONCASTER_5187,73,5187,Arrow White Creme de Cacao,750mL,8352,LUXCO INC                  ,9680,2024-04-06,2024-04-11,2024-04-25,2024-05-24,6.1,12,73.2,1
6_GOULCREST_8346,6,8346,Marques de Riscal Rioja Red,750mL,8320,SHAW ROSS INT L IMP LTD    ,12478,2024-10-05,2024-10-12,2024-10-24,2024-11-25,9.93,11,109.23,2
54_GUTHRAM_597,54,597,Baileys Irish Cream,Liter,3960,DIAGEO NORTH AMERICA INC   ,8173,2023-12-24,2024-01-02,2024-01-10,2024-02-19,21.53,11,236.83,1
62_KILMARNOCK_2114,62,2114,Black Velvet Canadian Whisky,1.75L,1392,CONSTELLATION BRANDS INC   ,13645,2024-12-23,2024-12-26,2025-01-10,2025-02-02,9.41,4,37.64,1
35_HALIVAARA_3625,35,3625,Absolut 80 Proof,750mL,17035,PERNOD RICARD USA          ,12070,2024-09-12,2024-09-22,2024-09-27,2024-11-13,12.59,11,138.49,1
9_BLACKPOOL_10596,9,10596,Almaden Mt Rhine Calif B/B,5L,9815,WINE GROUP INC             ,12012,2024-09-07,2024-09-14,2024-09-25,2024-10-28,9.86,4,39.44,2
76_DONCASTER_23739,76,23739,Liberty School Cab Svgn,750mL,4425,MARTIGNETTI COMPANIES,12425,2024-10-02,2024-10-12,2024-10-25,2024-12-04,7.25,10,72.5,2
67_EANVERNESS_40175,67,40175,M & R Asti 4 Pak,187mL 4 Pk,480,BACARDI USA INC            ,11859,2024-08-30,2024-09-05,2024-09-20,2024-10-22,8.21,6,49.26,2
1_HARDERSFIELD_23212,1,23212,The Dreaming Tree Pnt Nr CA,750mL,1392,CONSTELLATION BRANDS INC   ,8419,2024-01-11,2024-01-22,2024-01-30,2024-03-01,7.99,24,191.76,2
30_CULCHETH_8504,30,8504,R M Woodbridge Cab Svgn Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,12357,2024-09-27,2024-10-06,2024-10-17,2024-11-19,5.84,20,116.8,2
12_LEESIDE_36770,12,36770,Yellow Tail Cab Svgn Ausl,1.5L,4425,MARTIGNETTI COMPANIES,10720,2024-06-17,2024-06-23,2024-07-01,2024-07-30,6.13,3,18.39,2
69_MOUNTMEND_435,69,435,Il Tramonto Limoncello,750mL,7153,PINE STATE TRADING CO      ,11401,2024-07-28,2024-08-03,2024-08-13,2024-09-09,12.79,6,76.74,1
24_PALPERROTH_3102,24,3102,Smirnoff Traveler,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8966,2024-02-17,2024-02-25,2024-03-07,2024-04-11,12.94,10,129.4,1
78_EASTHAVEN_28260,78,28260,Nathanson Creek Chard,1.5L,1392,CONSTELLATION BRANDS INC   ,9623,2024-04-03,2024-04-14,2024-04-23,2024-05-24,5.19,6,31.14,2
50_MOUNTMEND_28889,50,28889,Peter Vella Chard Cal B/B,5L,3252,E & J GALLO WINERY         ,9958,2024-04-26,2024-05-05,2024-05-12,2024-06-20,10.61,3,31.83,2
69_MOUNTMEND_1465,69,1465,Woodford Rsv Bourbon,375mL,1128,BROWN-FORMAN CORP          ,9017,2024-02-21,2024-03-01,2024-03-07,2024-04-21,11.02,12,132.24,1
50_MOUNTMEND_1734,50,1734,Duggans Dew O Kirkintilloch,1.75L,2496,DUGGANS DISTILLED PRODUCTS ,11777,2024-08-23,2024-09-03,2024-09-09,2024-10-22,17.45,90,1570.5,1
44_PORTHCRAWL_3123,44,3123,Booths London Dry Gin,1.75L,3960,DIAGEO NORTH AMERICA INC   ,11493,2024-08-04,2024-08-12,2024-08-17,2024-10-02,10.94,6,65.64,1
60_IRRAGIN_6995,60,6995,Carlo Rossi Spanada Sangria,1.5L,3252,E & J GALLO WINERY         ,12812,2024-10-28,2024-10-31,2024-11-11,2024-12-17,4.79,5,23.95,2
8_ALNERWICK_14078,8,14078,Bota Box Malbec,3L,2242,DELICATO VINEYARDS INC     ,12043,2024-09-11,2024-09-20,2024-09-30,2024-10-29,11.25,3,33.75,2
27_MOUNTMEND_35918,27,35918,Stone Cellars Pnt Grigio,1.5L,9819,TREASURY WINE ESTATES      ,8282,2023-12-31,2024-01-05,2024-01-16,2024-02-22,6.49,4,25.96,2
69_MOUNTMEND_2156,69,2156,(RI) 1,750mL,12546,JIM BEAM BRANDS COMPANY    ,9305,2024-03-11,2024-03-16,2024-03-23,2024-04-25,26.92,6,161.52,1
11_CARDEND_3790,11,3790,Don Julio Blanco Tequila,750mL,3960,DIAGEO NORTH AMERICA INC   ,9624,2024-04-03,2024-04-15,2024-04-18,2024-05-24,35.65,12,427.8,1
51_ABERDEEN_5219,51,5219,Sambuca Romana Black,750mL,3960,DIAGEO NORTH AMERICA INC   ,13487,2024-12-13,2024-12-19,2024-12-29,2025-02-06,13.23,12,158.76,1
56_BEGGAR'S HOLE_25504,56,25504,Renwood Clarion Red,750mL,4425,MARTIGNETTI COMPANIES,9140,2024-02-29,2024-03-09,2024-03-20,2024-04-16,7.38,47,346.86,2
68_SOLARIS_2585,68,2585,Jameson Irish Whiskey,750mL,17035,PERNOD RICARD USA          ,11372,2024-07-26,2024-08-05,2024-08-12,2024-09-12,16.42,9,147.78,1
55_DRY GULCH_8691,55,8691,Jose Cuervo Especial,750mL,7245,PROXIMO SPIRITS INC.       ,8852,2024-02-09,2024-02-16,2024-02-28,2024-04-04,11.9,11,130.9,1
50_MOUNTMEND_2753,50,2753,Johnnie Walker Black Label,1.75L,3960,DIAGEO NORTH AMERICA INC   ,13392,2024-12-07,2024-12-12,2024-12-22,2025-01-21,44.77,20,895.4,1
33_HORNSEY_3397,33,3397,Ciroc Red Berry Vodka,750mL,3960,DIAGEO NORTH AMERICA INC   ,11329,2024-07-24,2024-08-05,2024-08-16,2024-09-14,18.24,9,164.16,1
23_ARBINGTON_2663,23,2663,Dewars White Label,1.75L,480,BACARDI USA INC            ,12312,2024-09-25,2024-10-07,2024-10-13,2024-11-13,21.42,104,2227.68,1
49_GARIGILL_27203,49,27203,DeLoach Ethans Vyd Znfdl,750mL,4425,MARTIGNETTI COMPANIES,12730,2024-10-23,2024-11-05,2024-11-11,2024-12-18,8.84,11,97.24,2
78_EASTHAVEN_4363,78,4363,Capt Morgan Black Spiced Rum,1.75L,3960,DIAGEO NORTH AMERICA INC   ,8899,2024-02-12,2024-02-18,2024-02-29,2024-03-31,23.73,6,142.38,1
69_MOUNTMEND_24775,69,24775,J Bouchon Canto Sur,750mL,653,STATE WINE & SPIRITS   ,8585,2024-01-21,2024-01-26,2024-02-04,2024-03-19,8.9,36,320.4,2
24_PALPERROTH_523,24,523,Castello Del Poggio Moscato,750mL,4425,MARTIGNETTI COMPANIES,13091,2024-11-16,2024-11-25,2024-12-05,2025-01-11,7.09,12,85.08,2
5_SUTTON_1468,5,1468,Knob Creek Single Barrel Rsv,750mL,12546,JIM BEAM BRANDS COMPANY    ,11227,2024-07-17,2024-07-29,2024-08-01,2024-09-17,31.49,6,188.94,1
66_EANVERNESS_4884,66,4884,Bayou Silver Rum,750mL,8664,"STOLI GROUP,(USA) LLC      ",12736,2024-10-23,2024-11-01,2024-11-13,2024-12-19,15.5,11,170.5,1
4_EANVERNESS_8562,4,8562,DeKuyper Peachtree Trav,1.75L,12546,JIM BEAM BRANDS COMPANY    ,10007,2024-04-29,2024-05-04,2024-05-12,2024-06-22,11.44,6,68.64,1
12_LEESIDE_38178,12,38178,Rex Goliath Cab Svgn,750mL,1392,CONSTELLATION BRANDS INC   ,8522,2024-01-18,2024-01-28,2024-02-03,2024-03-14,4.13,12,49.56,2
26_KNIFE'S EDGE_3612,26,3612,Taaka Vodka,1.75L,8004,SAZERAC CO INC             ,12246,2024-09-23,2024-09-30,2024-10-05,2024-11-15,6.81,6,40.86,1
35_HALIVAARA_35412,35,35412,Yellow Tail Chard Ausl,1.5L,4425,MARTIGNETTI COMPANIES,12730,2024-10-23,2024-11-03,2024-11-11,2024-12-18,5.97,11,65.67,2
69_MOUNTMEND_7715,69,7715,Andre Extra Dry,750mL,3252,E & J GALLO WINERY         ,12859,2024-11-01,2024-11-11,2024-11-16,2024-12-20,3.01,12,36.12,2
47_PELLA'S WISH_126,47,126,Grey Goose Vodka,Liter,480,BACARDI USA INC            ,11341,2024-07-25,2024-08-02,2024-08-11,2024-09-15,20.14,6,120.84,1
54_GUTHRAM_6329,54,6329,R M Woodbridge Wh Znfdl Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,12840,2024-10-31,2024-11-08,2024-11-18,2024-12-23,6.2,6,37.2,2
33_HORNSEY_24325,33,24325,La Crema Chard Sonoma Cst,750mL,10000,MAJESTIC FINE WINES        ,13090,2024-11-16,2024-11-25,2024-12-03,2025-01-01,10.88,24,261.12,2
56_BEGGAR'S HOLE_5058,56,5058,Capt Morgan Long Isl Tea RTD,1.75L,3960,DIAGEO NORTH AMERICA INC   ,12149,2024-09-18,2024-09-27,2024-10-08,2024-11-07,11.93,6,71.58,1
79_BALLYMENA_34427,79,34427,Frei Bros RSV Cab Svgn Alex,750mL,3252,E & J GALLO WINERY         ,12151,2024-09-18,2024-09-28,2024-10-04,2024-11-14,13.81,48,662.88,2
50_MOUNTMEND_1345,50,1345,Basil Hayden Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY    ,10603,2024-06-09,2024-06-17,2024-06-26,2024-08-03,28.45,4,113.8,1
49_GARIGILL_2143,49,2143,Canadian Mist,1.75L,1128,BROWN-FORMAN CORP          ,11109,2024-07-08,2024-07-15,2024-07-22,2024-09-01,10.07,4,40.28,1
23_ARBINGTON_3362,23,3362,Poland Spring Gin,Liter,9552,M S WALKER INC             ,10383,2024-05-25,2024-06-02,2024-06-10,2024-07-16,4.47,12,53.64,1
32_MOUNTMEND_4224,32,4224,Goslings Black Seal Rum 80,750mL,1485,CASTLE BRANDS CORP.        ,9788,2024-04-14,2024-04-18,2024-05-03,2024-06-11,11.44,12,137.28,1
55_DRY GULCH_20950,55,20950,Bouza Merlot Tannat 12,750mL,90017,THE IMPORTED GRAPE LLC     ,13589,2024-12-19,2024-12-27,2025-01-10,2025-02-02,12.58,12,150.96,2
74_PAENTMARWY_15528,74,15528,Cannonball Chard,750mL,4425,MARTIGNETTI COMPANIES,9973,2024-04-27,2024-05-05,2024-05-11,2024-06-24,9.33,48,447.84,2
8_ALNERWICK_1148,8,1148,Old New England Egg Nog,750mL,9552,M S WALKER INC             ,12756,2024-10-25,2024-11-03,2024-11-07,2024-12-25,5.26,11,57.86,1
34_PITMERDEN_25984,34,25984,C Y Toro Casa Diablo Svgn Bl,750mL,516,BANFI PRODUCTS CORP        ,12181,2024-09-20,2024-09-29,2024-10-06,2024-11-10,5.88,1,5.88,2
78_EASTHAVEN_32908,78,32908,Sterling Vintners Cltn Merlo,750mL,1590,DIAGEO CHATEAU ESTATE WINES,12458,2024-10-04,2024-10-13,2024-10-18,2024-11-17,6.55,12,78.6,2
10_HORNSEY_1515,10,1515,Old Overholt,750mL,12546,JIM BEAM BRANDS COMPANY    ,12134,2024-09-16,2024-09-21,2024-09-29,2024-11-07,10.14,12,121.68,1
50_MOUNTMEND_8111,50,8111,Smirnoff 80 Proof,50mL,3960,DIAGEO NORTH AMERICA INC   ,12264,2024-09-23,2024-10-01,2024-10-10,2024-11-17,0.77,70,53.9,1
79_BALLYMENA_3746,79,3746,Gordons Vodka 80 Proof,1.75L,3960,DIAGEO NORTH AMERICA INC   ,9451,2024-03-22,2024-04-03,2024-04-06,2024-05-10,8.52,4,34.08,1
67_EANVERNESS_3522,67,3522,Platinum 7X Distilled Vodka,1.75L,8004,SAZERAC CO INC             ,13518,2024-12-14,2024-12-20,2024-12-26,2025-02-01,9.62,3,28.86,1
67_EANVERNESS_2580,67,2580,Barr Hill Gin,750mL,1273,CALEDONIA SPIRITS INC      ,11363,2024-07-26,2024-08-04,2024-08-11,2024-09-15,29.36,5,146.8,1
34_PITMERDEN_3158,34,3158,Pinnacle Tropical Punch,1.75L,12546,JIM BEAM BRANDS COMPANY    ,12661,2024-10-18,2024-10-26,2024-11-04,2024-12-05,12.77,6,76.62,1
33_HORNSEY_39146,33,39146,Matua Svgn Bl Marlboro,750mL,9819,TREASURY WINE ESTATES      ,12946,2024-11-06,2024-11-14,2024-11-29,2025-01-05,6.53,12,78.36,2
7_STANMORE_42421,7,42421,Firesteed Pnt Gris Ore,750mL,10754,PERFECTA WINES             ,11235,2024-07-17,2024-07-29,2024-08-04,2024-09-09,7.74,12,92.88,2
23_ARBINGTON_13163,23,13163,Barefoot Bubbly Moscato,750mL,3252,E & J GALLO WINERY         ,9260,2024-03-09,2024-03-17,2024-03-21,2024-05-03,5.47,12,65.64,2
23_ARBINGTON_175,23,175,1800 Anejo Tequila,750mL,7245,PROXIMO SPIRITS INC.       ,11680,2024-08-16,2024-08-25,2024-08-30,2024-10-14,26.8,2,53.6,1
74_PAENTMARWY_2906,74,2906,Usquaebach Old Rare Whisky,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,9081,2024-02-24,2024-03-04,2024-03-13,2024-04-10,72.99,6,437.94,1
54_GUTHRAM_38668,54,38668,Mumm Napa Cuvee M Sparkling,750mL,17035,PERNOD RICARD USA          ,13437,2024-12-09,2024-12-16,2024-12-19,2025-01-27,12.98,12,155.76,2
33_HORNSEY_497,33,497,Capt Morgan Spiced Rum,Liter,3960,DIAGEO NORTH AMERICA INC   ,13226,2024-11-25,2024-11-29,2024-12-05,2025-01-10,14.7,12,176.4,1
24_PALPERROTH_46165,24,46165,Barefoot Pnt Grigio Cal,187mL 4 Pk,3252,E & J GALLO WINERY         ,11924,2024-09-02,2024-09-08,2024-09-20,2024-10-20,4.45,6,26.7,2
9_BLACKPOOL_19748,9,19748,Clos du Bois Chard,1.5L,1392,CONSTELLATION BRANDS INC   ,11703,2024-08-18,2024-08-24,2024-09-03,2024-10-01,9.2,12,110.4,2
38_GOULCREST_2443,38,2443,Seagrams VO,1.75L,3960,DIAGEO NORTH AMERICA INC   ,13320,2024-12-02,2024-12-07,2024-12-19,2025-01-13,13.48,11,148.28,1
24_PALPERROTH_8909,24,8909,Carlo Rossi Chablis Calif,1.5L,3252,E & J GALLO WINERY         ,8722,2024-02-01,2024-02-11,2024-02-15,2024-03-26,4.51,6,27.06,2
73_DONCASTER_4245,73,4245,Bacardi Superior Rum,750mL,480,BACARDI USA INC            ,8914,2024-02-14,2024-02-26,2024-03-06,2024-04-04,7.93,9,71.37,1
15_WANBORNE_8562,15,8562,DeKuyper Peachtree Trav,1.75L,12546,JIM BEAM BRANDS COMPANY    ,13421,2024-12-08,2024-12-15,2024-12-24,2025-01-21,11.44,1,11.44,1
71_CLARCTON_8680,71,8680,Crown Royal,1.75L,3960,DIAGEO NORTH AMERICA INC   ,11907,2024-09-01,2024-09-08,2024-09-13,2024-10-19,28.88,69,1992.72,1
73_DONCASTER_4064,73,4064,Calico Jack Pin/Coc Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,8443,2024-01-12,2024-01-22,2024-01-28,2024-03-04,9.41,6,56.46,1
28_LARNWICK_5365,28,5365,Kahlua,750mL,17035,PERNOD RICARD USA          ,8315,2024-01-03,2024-01-11,2024-01-25,2024-02-25,14.84,12,178.08,1
23_ARBINGTON_3489,23,3489,Tanqueray,1.75L,3960,DIAGEO NORTH AMERICA INC   ,12585,2024-10-13,2024-10-20,2024-10-31,2024-11-29,20.73,59,1223.07,1
55_DRY GULCH_3878,55,3878,Smirnoff 80 Proof,750mL,3960,DIAGEO NORTH AMERICA INC   ,10126,2024-05-09,2024-05-20,2024-05-31,2024-07-04,7.96,12,95.52,1
38_GOULCREST_2590,38,2590,The Black Grouse Scotch,1.75L,2561,EDRINGTON AMERICAS         ,12776,2024-10-26,2024-11-03,2024-11-14,2024-12-11,28.98,6,173.88,1
55_DRY GULCH_19895,55,19895,Skeleton Malbec,Liter,9165,ULTRA BEVERAGE COMPANY LLP ,8513,2024-01-17,2024-01-26,2024-02-02,2024-03-13,6.45,6,38.7,2
34_PITMERDEN_18096,34,18096,Bolla Amarone Valpolicella,750mL,516,BANFI PRODUCTS CORP        ,10733,2024-06-19,2024-06-28,2024-07-09,2024-08-10,20.94,5,104.7,2
54_GUTHRAM_3790,54,3790,Don Julio Blanco Tequila,750mL,3960,DIAGEO NORTH AMERICA INC   ,11794,2024-08-24,2024-08-30,2024-09-09,2024-10-06,35.65,6,213.9,1
66_EANVERNESS_2198,66,2198,Chivas Regal Extra,750mL,17035,PERNOD RICARD USA          ,10772,2024-06-21,2024-06-29,2024-07-07,2024-08-20,28.67,6,172.02,1
59_CLAETHORPES_2767,59,2767,Johnnie Walker Blue Label,750mL,3960,DIAGEO NORTH AMERICA INC   ,12149,2024-09-18,2024-09-29,2024-10-08,2024-11-07,139.7,12,1676.4,1
58_HARTLEPOOL_3728,58,3728,Absolut Citron,1.75L,17035,PERNOD RICARD USA          ,8489,2024-01-15,2024-01-19,2024-01-30,2024-03-09,18.93,6,113.58,1
67_EANVERNESS_28889,67,28889,Peter Vella Chard Cal B/B,5L,3252,E & J GALLO WINERY         ,9169,2024-03-02,2024-03-07,2024-03-18,2024-04-26,10.61,4,42.44,2
12_LEESIDE_24327,12,24327,La Crema Pnt Nr Sonoma Cst,750mL,10000,MAJESTIC FINE WINES        ,11574,2024-08-09,2024-08-16,2024-08-30,2024-10-02,13.1,12,157.2,2
49_GARIGILL_8730,49,8730,Ruffino Orvieto Clsc,750mL,1392,CONSTELLATION BRANDS INC   ,10986,2024-06-30,2024-07-06,2024-07-17,2024-08-27,5.5,5,27.5,1
56_BEGGAR'S HOLE_5891,56,5891,Ryans Irish Cream,1.75L,8004,SAZERAC CO INC             ,13329,2024-12-02,2024-12-07,2024-12-13,2025-01-23,11.84,3,35.52,1
20_BREDWARDINE_5364,20,5364,Kahlua,1.75L,17035,PERNOD RICARD USA          ,8257,2023-12-30,2024-01-05,2024-01-13,2024-02-25,23.07,5,115.35,1
73_DONCASTER_6918,73,6918,Franzia Tap Cab Svgn,5L,9815,WINE GROUP INC             ,9983,2024-04-27,2024-05-06,2024-05-10,2024-06-20,10.95,3,32.85,2
75_BARNCOMBE_1896,75,1896,The Glenlivet 18 Yr Single,750mL,17035,PERNOD RICARD USA          ,10672,2024-06-14,2024-06-23,2024-06-27,2024-08-10,68.83,3,206.49,1
39_EASTHALLOW_11213,39,11213,Meiomi Pnt Nr,750mL,1392,CONSTELLATION BRANDS INC   ,9819,2024-04-17,2024-04-28,2024-05-09,2024-06-12,12.66,12,151.92,2
46_TYWARDREATH_5333,46,5333,Jenkins Amaretto,1.75L,9552,M S WALKER INC             ,8553,2024-01-20,2024-01-27,2024-02-01,2024-03-13,8.65,5,43.25,1
56_BEGGAR'S HOLE_5103,56,5103,Fireball Cinnamon Whisky,1.75L,8004,SAZERAC CO INC             ,8561,2024-01-20,2024-01-26,2024-02-01,2024-03-15,17.14,6,102.84,1
34_PITMERDEN_6688,34,6688,Ch St Jean Chard California,750mL,9819,TREASURY WINE ESTATES      ,12141,2024-09-16,2024-09-21,2024-09-27,2024-10-27,5.81,12,69.72,2
50_MOUNTMEND_34635,50,34635,Riunite Lambrusco Rose,1.5L,516,BANFI PRODUCTS CORP        ,12500,2024-10-07,2024-10-11,2024-10-17,2024-11-30,5.29,6,31.74,2
55_DRY GULCH_21254,55,21254,Renwood Timberline Znfdl,750mL,4425,MARTIGNETTI COMPANIES,8276,2023-12-31,2024-01-05,2024-01-18,2024-02-28,14.28,12,171.36,2
11_CARDEND_5103,11,5103,Fireball Cinnamon Whisky,1.75L,8004,SAZERAC CO INC             ,10268,2024-05-17,2024-05-23,2024-06-06,2024-07-05,17.14,18,308.52,1
68_SOLARIS_5758,68,5758,1800 Ultimate Margarita RTD,1.75L,7245,PROXIMO SPIRITS INC.       ,11680,2024-08-16,2024-08-22,2024-08-30,2024-10-14,13.33,6,79.98,1
73_DONCASTER_3427,73,3427,Stolichnaya Blueberi,1.75L,8664,"STOLI GROUP,(USA) LLC      ",11084,2024-07-05,2024-07-15,2024-07-20,2024-08-19,17.85,16,285.6,1
76_DONCASTER_5253,76,5253,Kahlua Original Mudslide RTD,1.75L,17035,PERNOD RICARD USA          ,11103,2024-07-07,2024-07-15,2024-07-22,2024-08-27,11.84,3,35.52,1
68_SOLARIS_6682,68,6682,R M Woodbridge Chard Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,9749,2024-04-12,2024-04-19,2024-04-28,2024-05-26,6.03,8,48.24,2
74_PAENTMARWY_15774,74,15774,Paul D Zweigelt Weinland,Liter,90047,CRUSH WINES                ,9956,2024-04-26,2024-05-04,2024-05-09,2024-06-13,7.61,12,91.32,2
34_PITMERDEN_4294,34,4294,Goslings Black Seal 151,750mL,1485,CASTLE BRANDS CORP.        ,11700,2024-08-18,2024-08-25,2024-09-04,2024-10-02,11.71,12,140.52,1
69_MOUNTMEND_34428,69,34428,Frei Bros RSV Chard RRV,750mL,3252,E & J GALLO WINERY         ,10084,2024-05-05,2024-05-13,2024-05-16,2024-06-29,9.55,9,85.95,2
53_HILLFAR_8670,53,8670,Arrow Coffee Brandy,1.75L,8352,LUXCO INC                  ,9263,2024-03-09,2024-03-18,2024-03-27,2024-05-05,7.85,3,23.55,1
78_EASTHAVEN_5735,78,5735,Malibu Rum,750mL,17035,PERNOD RICARD USA          ,10973,2024-06-29,2024-07-07,2024-07-12,2024-08-26,9.29,35,325.15,1
22_SHARNWICK_24094,22,24094,Gallo Copperidge Cab Svgn,1.5L,3252,E & J GALLO WINERY         ,8624,2024-01-25,2024-02-04,2024-02-15,2024-03-25,4.57,12,54.84,2
33_HORNSEY_22569,33,22569,Bota Box Svgn Bl,3L,2242,DELICATO VINEYARDS INC     ,13031,2024-11-13,2024-11-25,2024-12-04,2025-01-04,11.72,3,35.16,2
16_LUNDY_6281,16,6281,Franzia Sunset Blush Tap,5L,9815,WINE GROUP INC             ,9670,2024-04-05,2024-04-15,2024-04-22,2024-05-26,8.96,7,62.72,2
63_SWORDBREAK_2713,63,2713,Inver House Green Plaid 3-Y,1.75L,660,SAZERAC NORTH AMERICA INC. ,9925,2024-04-24,2024-05-03,2024-05-13,2024-06-14,10.93,6,65.58,1
52_GRAYCOTT_10472,52,10472,Clos du Bois Pnt Nr Cal,750mL,1392,CONSTELLATION BRANDS INC   ,11883,2024-08-31,2024-09-09,2024-09-14,2024-10-30,6.07,24,145.68,2
67_EANVERNESS_12343,67,12343,Bota Box Znfdl,3L,2242,DELICATO VINEYARDS INC     ,12877,2024-11-02,2024-11-07,2024-11-15,2024-12-23,11.18,3,33.54,2
38_GOULCREST_21019,38,21019,Black Box Pnt Nr,3L,1392,CONSTELLATION BRANDS INC   ,11071,2024-07-05,2024-07-13,2024-07-18,2024-09-03,10.66,5,53.3,2
9_BLACKPOOL_8370,9,8370,Chi Chi's Margarita,1.75L,660,SAZERAC NORTH AMERICA INC. ,12118,2024-09-15,2024-09-21,2024-09-28,2024-11-07,5.71,5,28.55,1
48_NORFOLK_4845,48,4845,Arrow Cherry Brandy,750mL,8352,LUXCO INC                  ,9153,2024-03-01,2024-03-12,2024-03-21,2024-04-19,6.39,12,76.68,1
9_BLACKPOOL_3606,9,3606,Smirnoff Raspberry Vodka,50mL,3960,DIAGEO NORTH AMERICA INC   ,12748,2024-10-25,2024-11-02,2024-11-09,2024-12-22,0.74,106,78.44,1
62_KILMARNOCK_4201,62,4201,Calico Jack Silver Rum,1.75L,12546,JIM BEAM BRANDS COMPANY    ,10295,2024-05-19,2024-05-25,2024-06-06,2024-07-16,9.55,5,47.75,1
38_GOULCREST_24327,38,24327,La Crema Pnt Nr Sonoma Cst,750mL,10000,MAJESTIC FINE WINES        ,12199,2024-09-21,2024-09-28,2024-10-06,2024-11-18,13.1,11,144.1,2
69_MOUNTMEND_12901,69,12901,Madria Sangria,1.5L,3252,E & J GALLO WINERY         ,9536,2024-03-28,2024-04-06,2024-04-11,2024-05-19,5.19,4,20.76,2
75_BARNCOMBE_3826,75,3826,Skyy Vodka,1.75L,11567,CAMPARI AMERICA            ,12313,2024-09-25,2024-10-04,2024-10-11,2024-11-20,15.74,9,141.66,1
68_SOLARIS_2696,68,2696,McClelland Highland Sgl Malt,1.75L,12546,JIM BEAM BRANDS COMPANY    ,12816,2024-10-28,2024-11-02,2024-11-12,2024-12-10,25.19,6,151.14,1
76_DONCASTER_24778,76,24778,Rocca Delle Macie Chianti C,1.5L,6785,PALM BAY INTERNATIONAL INC ,12681,2024-10-19,2024-10-26,2024-11-02,2024-12-08,14.66,6,87.96,2
56_BEGGAR'S HOLE_46163,56,46163,Barefoot Chard Cal,187mL 4 Pk,3252,E & J GALLO WINERY         ,11656,2024-08-15,2024-08-24,2024-09-03,2024-10-15,4.48,6,26.88,2
